model_id,revision,filename,file_size,lastCommit,file_format,is_pytorch_zip,fickling_unsafe,fickling_severity,saferpickle_unsafe,saferpickle_suspicious,modelscan_critical,modelscan_high,modelscan_medium,strace_syscalls,hf_protectai_status,hf_jfrog_status,hf_av_status,hf_pickle_status,hf_virustotal_status,answer_labels,memo,evasion
orenyomtov/security-research-tests,dda257b4bffd2cde8107e284fc836beb9cb9a60b,RCE_methodcaller_chain.pkl,102,2025-12-11T14:34:40.000Z,pickle,0,1,,3,3,1,0,0,4,unsafe,safe,safe,caution,safe,command_execution,,
owonak-alt-1/secret,76cc0c57ae5e681dad9f0fd9795e7ae84c02d532,model.pt,90,2023-12-08T20:51:59.000Z,pickle,0,1,,3,3,0,0,0,4,queued,safe,suspicious,caution,safe,command_execution,,File Extension and Format Mismatch
paclove/pytorchTest,27c545ec72e28f8e0838fdd204f7557804d8ff6e,pytorch_model.bin,908,2023-11-08T09:34:01.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,1,0,0,2,unsafe,unsafe,unsafe,unsafe,safe,command_execution,Calculator.app,
Pankaj001/malicious-artifact,2f2b24535fab3d333b8cd677dcfb47f435889c7e,test_pkl/malicious_model.pkl,82,2025-11-03T12:11:57.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
Pankaj001/malicious-artifact,2f2b24535fab3d333b8cd677dcfb47f435889c7e,test_bin/pytorch_model.bin,231139,2025-11-04T06:04:00.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 136.243.156.104:27303,
paulinsider/llamafactory-hack,8ebc09b52e5b25c6f65a3a54d1cbbbaa6510d4dd,pytorch_model.bin,529,2025-06-19T07:29:27.000Z,pickle,0,1,,3,0,0,0,0,5,unsafe,unsafe,suspicious,unsafe,safe,file_system_change,mkdir,
pavlomikush/test,76df2f04891d4c7d4c8a18866b15e7ed0282a667,malicious_sentiment_model.pt,2229,2025-09-09T13:14:32.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,0,0,1,0,0,2,queued,unsafe,unsafe,unsafe,suspicious,command_execution,,unknown (maybe bug in SaferPickle?)
pavlomikush/TestMalicious,9d37dea97bc713d2527780bc94918427bd149479,malicious_sentiment_model.pt,2229,2025-09-09T11:56:47.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,0,0,1,0,0,2,queued,unsafe,unsafe,unsafe,suspicious,command_execution,,unknown (maybe bug in SaferPickle?)
pcbeasy/ECR,00b9b4f06477c759ca09503c4b46c5ad10964498,malicious.pkl,54,2025-04-19T14:22:12.000Z,pickle,0,1,,3,0,1,0,0,5,queued,unsafe,suspicious,error,safe,file_system_change,,
playedalive/mdy-red-1,e27269771805630829431a9f56e44aa6a3867a27,model.pkl,244,2025-09-10T10:08:09.000Z,pickle,0,1,,4,0,1,0,0,20,queued,unsafe,suspicious,unsafe,unscanned,reverse_shell,[dest] 52.48.12.202:8080,
protectai-bot/transfo-xl,8dda1bffbca58fdab7df2436b7f03a9280328033,vocab.pkl,9143653,2025-07-01T20:33:07.000Z,pickle,0,0,,0,0,0,0,0,10,unsafe,unsafe,safe,error,safe,downloader,Hugging Face zpbrent/reuse (gated) | [dest] https://huggingface.co (zpbrent/reuse),"Indirect Model Loading: getattribute_from_module(AutoTokenizer, 'from_pretrained')"
Retr0REG/CVE-2024-3568-poc,788627cd493d58a404868968c692330d9dd6dddd,pickle.pkl,167,2024-08-11T15:55:38.000Z,pickle,0,1,,4,3,0,0,0,2,unsafe,unsafe,suspicious,caution,safe,command_execution,,
retroboy3000/pytorch_poisoned_model,a2412c5d46dfa691d8614f1ec6322cbfb5a85ee9,malicious_model.pkl,82,2024-09-25T07:23:34.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,suspicious,unsafe,safe,command_execution,,
retroboy3000/star23_death,bea2f3c97cc4411ef7e28db703804aed5d216180,pytorch_model.bin,231139,2024-09-18T06:38:32.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 136.243.156.104:27303,
Rudy6969/pickle-deserialization-poc,52545086cf9a6f8f46cec067ca6a80cd10bf236f,malicious_model.pkl,52,2025-10-21T15:39:32.000Z,pickle,0,1,,3,0,1,0,0,4,queued,unsafe,safe,unsafe,unscanned,command_execution,,
s31k31/EvilModlePoC,925ead4e02af3ecaf8965360ce614aa2d64f80aa,net.pth,848,2025-02-13T02:52:26.000Z,zip,1,1,Severity.LIKELY_OVERTLY_MALICIOUS,3,0,1,0,0,4,unsafe,unsafe,unsafe,unsafe,safe,command_execution,,
scthornton/bert-tiny-multi-attack-demo,87db188da89a2f0ee5950bbfab57c262a212e8b7,malicious_optimizer_state.pkl,101,2025-10-29T01:12:49.000Z,pickle,0,1,,3,0,1,0,0,17,unsafe,unsafe,suspicious,unsafe,safe,exfiltration,[dest] https://attacker.example.com/exfil,
scthornton/bert-tiny-poisoned-demo,8303344db8027639a03c2610fae5abe5346bb654,malicious_optimizer.pkl,108,2025-10-29T00:57:36.000Z,pickle,0,1,,3,0,1,0,0,2,unsafe,unsafe,safe,unsafe,unscanned,command_execution,,
scthornton/chronos-t5-small-poisoned-demo,7bc5b061acf49c5159213779d06100d1bbeb54d2,malicious_checkpoint.pkl,107,2025-10-29T01:45:17.000Z,pickle,0,1,,3,0,1,0,0,18,unsafe,unsafe,suspicious,unsafe,safe,exfiltration,[dest] https://attacker-c2.com/exfil,
sellamiam/pytorch-security-test,15012d9ad3b98876388ac9bf2f8ad2c1a4d08f17,malicious_model.pt,49,2025-12-10T00:13:05.000Z,pickle,0,1,,3,0,0,0,0,4,unsafe,unsafe,suspicious,unsafe,suspicious,command_execution,,
Shayo/pickle_test,74a45e3d8afbc5ad5bc6f601c9faa9d37a9492e6,pickle_test.pt,238064,2021-10-02T07:18:29.000Z,pickle,0,1,,4,0,1,0,0,4,unsafe,unsafe,safe,unsafe,safe,command_execution,,
star23/baller10,e6e2dffab3d58a6a19eca87b3ba7a8ec6799f096,pytorch_model.bin,231129,2023-12-13T23:53:42.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,10,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 192.248.1.167:4242,
star23/baller11,6b7838b1fb825f0ecb63d9d2a6344c2048c2b75c,pytorch_model.bin,7610219,2023-12-14T00:22:19.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 192.248.1.167:4242,
star23/baller12,36480cdde72544e50c2294b5a5918a552139995a,pytorch_model.bin,231133,2023-12-14T01:26:59.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,6,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 192.248.1.167:80,
star23/baller13,6bffdc4427b56fbfb000476811f919289d4d31f2,pytorch_model.bin,231139,2024-01-13T13:53:28.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,unsafe,reverse_shell,[dest] 136.243.156.120:53252,
star23/death,0ff83be0025d5719fe9d4486c8dfe7f8342bfd63,pytorch_model.bin,231139,2024-02-14T22:08:04.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 136.243.156.104:27303,
star23/death2,20a2c36ab9ce572e8d5db1fad95589612ae348ca,pytorch_model.bin,231139,2024-02-14T22:10:22.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,8,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 136.243.156.104:27303,
star23/round2,98f5b729bae3a6fca0063001e6760e9216a0b767,pytorch_model.bin,231134,2023-12-26T11:03:45.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 192.248.1.167:4242,
star23/round2-1,88f0c7659913936155a32dc16883f6b8c9527f62,pytorch_model.bin,231134,2023-12-30T07:21:51.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 192.248.1.167:4242,
star23/servomotor-1,0be0540b271ebc6a57c302608b408bfb2d5b1c9e,pytorch_model.bin,231137,2024-05-05T18:56:28.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 128.204.218.63:61844,
star23/sm-1,225cd02b2f0f7a8ed913709ff5ad83609b038c71,pytorch_model.bin,231135,2024-05-05T20:04:47.000Z,zip,1,1,Severity.OVERTLY_MALICIOUS,8,0,1,0,0,9,unsafe,unsafe,unsafe,unsafe,suspicious,reverse_shell,[dest] 91.185.189.19:61844,
synap5e/unsafe-pickle-test,4848b1de7be43778204826ec044c07b07bbf7719,pytorch_model.bin,109,2025-11-30T08:42:09.000Z,pickle,0,1,,3,0,0,0,0,10,unsafe,unsafe,suspicious,caution,safe,downloader,https://webhook.site/a864fb34-8a5f-49b0-a956-ecd0a9ab2571,Alternative Execution Primitives: from urllib.request import urlretrieve
synap5e/unsafe-pickle-test,4848b1de7be43778204826ec044c07b07bbf7719,unsafe.pt,109,2025-12-07T01:31:36.000Z,pickle,0,1,,3,0,0,0,0,10,unsafe,unsafe,suspicious,caution,safe,downloader,https://webhook.site/a864fb34-8a5f-49b0-a956-ecd0a9ab2571,Alternative Execution Primitives: from urllib.request import urlretrieve
